Hour,Day-of-Week,Year,Month,Day,Vehicles
15,3,2023,1,19,15.0
16,3,2023,1,19,20.0
17,3,2023,1,19,19.0
18,3,2023,1,19,16.0
19,3,2023,1,19,14.0
20,3,2023,1,19,11.0
21,3,2023,1,19,10.0
22,3,2023,1,19,10.0
23,3,2023,1,19,10.0
0,4,2023,1,20,14.0
1,4,2023,1,20,7.0
2,4,2023,1,20,7.0
3,4,2023,1,20,5.0
4,4,2023,1,20,5.0
5,4,2023,1,20,4.0
6,4,2023,1,20,5.0
7,4,2023,1,20,6.0
8,4,2023,1,20,6.0
9,4,2023,1,20,8.0
10,4,2023,1,20,16.0
11,4,2023,1,20,15.0
12,4,2023,1,20,14.0
13,4,2023,1,20,13.0
14,4,2023,1,20,14.0
15,4,2023,1,20,14.0
16,4,2023,1,20,14.0
17,4,2023,1,20,13.0
18,4,2023,1,20,12.0
19,4,2023,1,20,9.0
20,4,2023,1,20,8.0
21,4,2023,1,20,9.0
22,4,2023,1,20,8.0
23,4,2023,1,20,8.0
0,5,2023,1,21,12.0
1,5,2023,1,21,6.0
2,5,2023,1,21,6.0
3,5,2023,1,21,5.0
4,5,2023,1,21,5.0
5,5,2023,1,21,4.0
6,5,2023,1,21,5.0
7,5,2023,1,21,6.0
8,5,2023,1,21,6.0
9,5,2023,1,21,7.0
10,5,2023,1,21,12.0
11,5,2023,1,21,13.0
12,5,2023,1,21,13.0
13,5,2023,1,21,15.0
14,5,2023,1,21,16.0
15,5,2023,1,21,16.0
16,5,2023,1,21,15.0
17,5,2023,1,21,14.0
18,5,2023,1,21,14.0
19,5,2023,1,21,11.0
20,5,2023,1,21,10.0
21,5,2023,1,21,11.0
22,5,2023,1,21,10.0
23,5,2023,1,21,10.0
0,6,2023,1,22,13.0
1,6,2023,1,22,7.0
2,6,2023,1,22,5.0
3,6,2023,1,22,5.0
4,6,2023,1,22,3.0
5,6,2023,1,22,4.0
6,6,2023,1,22,5.0
7,6,2023,1,22,7.0
8,6,2023,1,22,6.0
9,6,2023,1,22,8.0
10,6,2023,1,22,17.0
11,6,2023,1,22,21.0
12,6,2023,1,22,24.0
13,6,2023,1,22,24.0
14,6,2023,1,22,23.0
15,6,2023,1,22,19.0
16,6,2023,1,22,17.0
17,6,2023,1,22,15.0
18,6,2023,1,22,13.0
19,6,2023,1,22,12.0
20,6,2023,1,22,11.0
21,6,2023,1,22,11.0
22,6,2023,1,22,11.0
23,6,2023,1,22,10.0
0,0,2023,1,23,9.0
1,0,2023,1,23,7.0
2,0,2023,1,23,6.0
3,0,2023,1,23,4.0
4,0,2023,1,23,4.0
5,0,2023,1,23,3.0
6,0,2023,1,23,4.0
7,0,2023,1,23,5.0
8,0,2023,1,23,7.0
9,0,2023,1,23,8.0
10,0,2023,1,23,16.0
11,0,2023,1,23,18.0
12,0,2023,1,23,21.0
13,0,2023,1,23,24.0
14,0,2023,1,23,28.0
15,0,2023,1,23,27.0
16,0,2023,1,23,27.0
17,0,2023,1,23,25.0
18,0,2023,1,23,23.0
19,0,2023,1,23,21.0
20,0,2023,1,23,16.0
21,0,2023,1,23,17.0
22,0,2023,1,23,15.0
23,0,2023,1,23,15.0
0,1,2023,1,24,10.0
1,1,2023,1,24,7.0
2,1,2023,1,24,6.0
3,1,2023,1,24,5.0
4,1,2023,1,24,5.0
5,1,2023,1,24,4.0
6,1,2023,1,24,5.0
7,1,2023,1,24,5.0
8,1,2023,1,24,7.0
9,1,2023,1,24,8.0
10,1,2023,1,24,12.0
11,1,2023,1,24,16.0
12,1,2023,1,24,18.0
13,1,2023,1,24,19.0
14,1,2023,1,24,21.0
15,1,2023,1,24,24.0
16,1,2023,1,24,24.0
17,1,2023,1,24,20.0
18,1,2023,1,24,19.0
19,1,2023,1,24,18.0
20,1,2023,1,24,14.0
21,1,2023,1,24,14.0
22,1,2023,1,24,13.0
23,1,2023,1,24,13.0
0,2,2023,1,25,11.0
1,2,2023,1,25,7.0
2,2,2023,1,25,7.0
3,2,2023,1,25,6.0
4,2,2023,1,25,5.0
5,2,2023,1,25,4.0
6,2,2023,1,25,5.0
7,2,2023,1,25,5.0
8,2,2023,1,25,7.0
9,2,2023,1,25,10.0
10,2,2023,1,25,13.0
11,2,2023,1,25,16.0
12,2,2023,1,25,18.0
13,2,2023,1,25,19.0
14,2,2023,1,25,22.0
15,2,2023,1,25,24.0
16,2,2023,1,25,25.0
17,2,2023,1,25,20.0
18,2,2023,1,25,19.0
19,2,2023,1,25,18.0
20,2,2023,1,25,14.0
21,2,2023,1,25,14.0
22,2,2023,1,25,14.0
23,2,2023,1,25,14.0
0,3,2023,1,26,12.0
1,3,2023,1,26,9.0
2,3,2023,1,26,7.0
3,3,2023,1,26,6.0
4,3,2023,1,26,5.0
5,3,2023,1,26,5.0
6,3,2023,1,26,5.0
7,3,2023,1,26,5.0
8,3,2023,1,26,6.0
9,3,2023,1,26,9.0
10,3,2023,1,26,14.0
11,3,2023,1,26,18.0
12,3,2023,1,26,17.0
13,3,2023,1,26,17.0
14,3,2023,1,26,20.0
15,3,2023,1,26,22.0
16,3,2023,1,26,23.0
17,3,2023,1,26,21.0
18,3,2023,1,26,22.0
19,3,2023,1,26,22.0
20,3,2023,1,26,19.0
21,3,2023,1,26,19.0
22,3,2023,1,26,19.0
23,3,2023,1,26,20.0
0,4,2023,1,27,25.0
1,4,2023,1,27,14.0
2,4,2023,1,27,10.0
3,4,2023,1,27,7.0
4,4,2023,1,27,6.0
5,4,2023,1,27,6.0
6,4,2023,1,27,7.0
7,4,2023,1,27,9.0
8,4,2023,1,27,11.0
9,4,2023,1,27,18.0
10,4,2023,1,27,25.0
11,4,2023,1,27,28.0
12,4,2023,1,27,28.0
13,4,2023,1,27,25.0
14,4,2023,1,27,27.0
15,4,2023,1,27,27.0
16,4,2023,1,27,25.0
17,4,2023,1,27,23.0
18,4,2023,1,27,24.0
19,4,2023,1,27,22.0
20,4,2023,1,27,19.0
21,4,2023,1,27,21.0
22,4,2023,1,27,21.0
23,4,2023,1,27,21.0
0,5,2023,1,28,20.0
1,5,2023,1,28,13.0
2,5,2023,1,28,11.0
3,5,2023,1,28,8.0
4,5,2023,1,28,6.0
5,5,2023,1,28,6.0
6,5,2023,1,28,6.0
7,5,2023,1,28,8.0
8,5,2023,1,28,10.0
9,5,2023,1,28,14.0
10,5,2023,1,28,24.0
11,5,2023,1,28,26.0
12,5,2023,1,28,26.0
13,5,2023,1,28,25.0
14,5,2023,1,28,26.0
15,5,2023,1,28,25.0
16,5,2023,1,28,25.0
17,5,2023,1,28,24.0
18,5,2023,1,28,24.0
19,5,2023,1,28,29.0
20,5,2023,1,28,28.0
21,5,2023,1,28,26.0
22,5,2023,1,28,28.0
23,5,2023,1,28,29.0
0,6,2023,1,29,23.0
1,6,2023,1,29,17.0
2,6,2023,1,29,13.0
3,6,2023,1,29,9.0
4,6,2023,1,29,8.0
5,6,2023,1,29,7.0
6,6,2023,1,29,6.0
7,6,2023,1,29,9.0
8,6,2023,1,29,12.0
9,6,2023,1,29,16.0
10,6,2023,1,29,24.0
11,6,2023,1,29,26.0
12,6,2023,1,29,25.0
13,6,2023,1,29,25.0
14,6,2023,1,29,24.0
15,6,2023,1,29,24.0
16,6,2023,1,29,25.0
17,6,2023,1,29,24.0
18,6,2023,1,29,24.0
19,6,2023,1,29,28.0
20,6,2023,1,29,27.0
21,6,2023,1,29,27.0
22,6,2023,1,29,30.0
23,6,2023,1,29,32.0
0,0,2023,1,30,18.0
1,0,2023,1,30,10.0
2,0,2023,1,30,8.0
3,0,2023,1,30,7.0
4,0,2023,1,30,7.0
5,0,2023,1,30,6.0
6,0,2023,1,30,7.0
7,0,2023,1,30,6.0
8,0,2023,1,30,9.0
9,0,2023,1,30,14.0
10,0,2023,1,30,20.0
11,0,2023,1,30,23.0
12,0,2023,1,30,23.0
13,0,2023,1,30,22.0
14,0,2023,1,30,23.0
15,0,2023,1,30,24.0
16,0,2023,1,30,24.0
17,0,2023,1,30,23.0
18,0,2023,1,30,23.0
19,0,2023,1,30,26.0
20,0,2023,1,30,24.0
21,0,2023,1,30,22.0
22,0,2023,1,30,23.0
23,0,2023,1,30,23.0
0,1,2023,1,31,16.0
1,1,2023,1,31,10.0
2,1,2023,1,31,7.0
3,1,2023,1,31,7.0
4,1,2023,1,31,6.0
5,1,2023,1,31,6.0
6,1,2023,1,31,7.0
7,1,2023,1,31,6.0
8,1,2023,1,31,8.0
9,1,2023,1,31,13.0
10,1,2023,1,31,20.0
11,1,2023,1,31,23.0
12,1,2023,1,31,23.0
13,1,2023,1,31,22.0
14,1,2023,1,31,23.0
15,1,2023,1,31,23.0
16,1,2023,1,31,24.0
17,1,2023,1,31,22.0
18,1,2023,1,31,23.0
19,1,2023,1,31,26.0
20,1,2023,1,31,24.0
21,1,2023,1,31,22.0
22,1,2023,1,31,24.0
23,1,2023,1,31,25.0
0,2,2023,2,1,6.0
1,2,2023,2,1,5.0
2,2,2023,2,1,5.0
3,2,2023,2,1,3.0
4,2,2023,2,1,2.0
5,2,2023,2,1,3.0
6,2,2023,2,1,4.0
7,2,2023,2,1,4.0
8,2,2023,2,1,7.0
9,2,2023,2,1,4.0
10,2,2023,2,1,3.0
11,2,2023,2,1,3.0
12,2,2023,2,1,4.0
13,2,2023,2,1,4.0
14,2,2023,2,1,3.0
15,2,2023,2,1,4.0
16,2,2023,2,1,5.0
17,2,2023,2,1,6.0
18,2,2023,2,1,7.0
19,2,2023,2,1,5.0
20,2,2023,2,1,5.0
21,2,2023,2,1,5.0
22,2,2023,2,1,5.0
23,2,2023,2,1,4.0
0,3,2023,2,2,5.0
1,3,2023,2,2,5.0
2,3,2023,2,2,4.0
3,3,2023,2,2,3.0
4,3,2023,2,2,3.0
5,3,2023,2,2,2.0
6,3,2023,2,2,4.0
7,3,2023,2,2,4.0
8,3,2023,2,2,6.0
9,3,2023,2,2,4.0
10,3,2023,2,2,5.0
11,3,2023,2,2,5.0
12,3,2023,2,2,6.0
13,3,2023,2,2,4.0
14,3,2023,2,2,4.0
15,3,2023,2,2,5.0
16,3,2023,2,2,6.0
17,3,2023,2,2,7.0
18,3,2023,2,2,7.0
19,3,2023,2,2,6.0
20,3,2023,2,2,7.0
21,3,2023,2,2,6.0
22,3,2023,2,2,6.0
23,3,2023,2,2,6.0
0,4,2023,2,3,5.0
1,4,2023,2,3,4.0
2,4,2023,2,3,4.0
3,4,2023,2,3,2.0
4,4,2023,2,3,2.0
5,4,2023,2,3,3.0
6,4,2023,2,3,4.0
7,4,2023,2,3,4.0
8,4,2023,2,3,5.0
9,4,2023,2,3,5.0
10,4,2023,2,3,6.0
11,4,2023,2,3,6.0
12,4,2023,2,3,6.0
13,4,2023,2,3,6.0
14,4,2023,2,3,5.0
15,4,2023,2,3,6.0
16,4,2023,2,3,7.0
17,4,2023,2,3,6.0
18,4,2023,2,3,6.0
19,4,2023,2,3,6.0
20,4,2023,2,3,6.0
21,4,2023,2,3,6.0
22,4,2023,2,3,6.0
23,4,2023,2,3,6.0
0,5,2023,2,4,4.0
1,5,2023,2,4,4.0
2,5,2023,2,4,3.0
3,5,2023,2,4,2.0
4,5,2023,2,4,2.0
5,5,2023,2,4,2.0
6,5,2023,2,4,4.0
7,5,2023,2,4,5.0
8,5,2023,2,4,5.0
9,5,2023,2,4,5.0
10,5,2023,2,4,6.0
11,5,2023,2,4,6.0
12,5,2023,2,4,7.0
13,5,2023,2,4,6.0
14,5,2023,2,4,5.0
15,5,2023,2,4,5.0
16,5,2023,2,4,6.0
17,5,2023,2,4,6.0
18,5,2023,2,4,7.0
19,5,2023,2,4,7.0
20,5,2023,2,4,7.0
21,5,2023,2,4,5.0
22,5,2023,2,4,6.0
23,5,2023,2,4,5.0
0,6,2023,2,5,4.0
1,6,2023,2,5,4.0
2,6,2023,2,5,5.0
3,6,2023,2,5,3.0
4,6,2023,2,5,2.0
5,6,2023,2,5,3.0
6,6,2023,2,5,5.0
7,6,2023,2,5,5.0
8,6,2023,2,5,5.0
9,6,2023,2,5,5.0
10,6,2023,2,5,5.0
11,6,2023,2,5,5.0
12,6,2023,2,5,6.0
13,6,2023,2,5,6.0
14,6,2023,2,5,4.0
15,6,2023,2,5,3.0
16,6,2023,2,5,4.0
17,6,2023,2,5,4.0
18,6,2023,2,5,4.0
19,6,2023,2,5,4.0
20,6,2023,2,5,5.0
21,6,2023,2,5,4.0
22,6,2023,2,5,4.0
23,6,2023,2,5,5.0
0,0,2023,2,6,6.0
1,0,2023,2,6,4.0
2,0,2023,2,6,5.0
3,0,2023,2,6,4.0
4,0,2023,2,6,3.0
5,0,2023,2,6,2.0
6,0,2023,2,6,3.0
7,0,2023,2,6,4.0
8,0,2023,2,6,5.0
9,0,2023,2,6,5.0
10,0,2023,2,6,7.0
11,0,2023,2,6,7.0
12,0,2023,2,6,7.0
13,0,2023,2,6,7.0
14,0,2023,2,6,7.0
15,0,2023,2,6,8.0
16,0,2023,2,6,8.0
17,0,2023,2,6,8.0
18,0,2023,2,6,9.0
19,0,2023,2,6,9.0
20,0,2023,2,6,6.0
21,0,2023,2,6,6.0
22,0,2023,2,6,8.0
23,0,2023,2,6,6.0
0,1,2023,2,7,6.0
1,1,2023,2,7,4.0
2,1,2023,2,7,5.0
3,1,2023,2,7,5.0
4,1,2023,2,7,4.0
5,1,2023,2,7,3.0
6,1,2023,2,7,4.0
7,1,2023,2,7,4.0
8,1,2023,2,7,5.0
9,1,2023,2,7,6.0
10,1,2023,2,7,6.0
11,1,2023,2,7,6.0
12,1,2023,2,7,7.0
13,1,2023,2,7,6.0
14,1,2023,2,7,8.0
15,1,2023,2,7,8.0
16,1,2023,2,7,8.0
17,1,2023,2,7,8.0
18,1,2023,2,7,7.0
19,1,2023,2,7,7.0
20,1,2023,2,7,6.0
21,1,2023,2,7,6.0
22,1,2023,2,7,7.0
23,1,2023,2,7,6.0
0,2,2023,2,8,7.0
1,2,2023,2,8,4.0
2,2,2023,2,8,4.0
3,2,2023,2,8,4.0
4,2,2023,2,8,3.0
5,2,2023,2,8,3.0
6,2,2023,2,8,3.0
7,2,2023,2,8,4.0
8,2,2023,2,8,4.0
9,2,2023,2,8,6.0
10,2,2023,2,8,7.0
11,2,2023,2,8,7.0
12,2,2023,2,8,7.0
13,2,2023,2,8,6.0
14,2,2023,2,8,7.0
15,2,2023,2,8,8.0
16,2,2023,2,8,8.0
