Hour,Day-of-Week,Year,Month,Day,Vehicles
9,5,2023,1,14,17.0
10,5,2023,1,14,23.0
11,5,2023,1,14,21.0
12,5,2023,1,14,20.0
13,5,2023,1,14,23.0
14,5,2023,1,14,21.0
15,5,2023,1,14,19.0
16,5,2023,1,14,20.0
17,5,2023,1,14,18.0
18,5,2023,1,14,19.0
19,5,2023,1,14,27.0
20,5,2023,1,14,27.0
21,5,2023,1,14,27.0
22,5,2023,1,14,25.0
23,5,2023,1,14,25.0
0,6,2023,1,15,21.0
1,6,2023,1,15,21.0
2,6,2023,1,15,17.0
3,6,2023,1,15,14.0
4,6,2023,1,15,13.0
5,6,2023,1,15,13.0
6,6,2023,1,15,12.0
7,6,2023,1,15,14.0
8,6,2023,1,15,14.0
9,6,2023,1,15,17.0
10,6,2023,1,15,21.0
11,6,2023,1,15,22.0
12,6,2023,1,15,20.0
13,6,2023,1,15,22.0
14,6,2023,1,15,21.0
15,6,2023,1,15,19.0
16,6,2023,1,15,20.0
17,6,2023,1,15,19.0
18,6,2023,1,15,20.0
19,6,2023,1,15,27.0
20,6,2023,1,15,27.0
21,6,2023,1,15,26.0
22,6,2023,1,15,25.0
23,6,2023,1,15,26.0
0,0,2023,1,16,23.0
1,0,2023,1,16,20.0
2,0,2023,1,16,17.0
3,0,2023,1,16,18.0
4,0,2023,1,16,17.0
5,0,2023,1,16,16.0
6,0,2023,1,16,16.0
7,0,2023,1,16,17.0
8,0,2023,1,16,19.0
9,0,2023,1,16,31.0
10,0,2023,1,16,43.0
11,0,2023,1,16,42.0
12,0,2023,1,16,42.0
13,0,2023,1,16,37.0
14,0,2023,1,16,38.0
15,0,2023,1,16,37.0
16,0,2023,1,16,36.0
17,0,2023,1,16,34.0
18,0,2023,1,16,35.0
19,0,2023,1,16,37.0
20,0,2023,1,16,37.0
21,0,2023,1,16,36.0
22,0,2023,1,16,35.0
23,0,2023,1,16,33.0
0,1,2023,1,17,25.0
1,1,2023,1,17,21.0
2,1,2023,1,17,21.0
3,1,2023,1,17,21.0
4,1,2023,1,17,18.0
5,1,2023,1,17,17.0
6,1,2023,1,17,17.0
7,1,2023,1,17,18.0
8,1,2023,1,17,21.0
9,1,2023,1,17,26.0
10,1,2023,1,17,38.0
11,1,2023,1,17,38.0
12,1,2023,1,17,37.0
13,1,2023,1,17,36.0
14,1,2023,1,17,37.0
15,1,2023,1,17,36.0
16,1,2023,1,17,37.0
17,1,2023,1,17,35.0
18,1,2023,1,17,37.0
19,1,2023,1,17,37.0
20,1,2023,1,17,36.0
21,1,2023,1,17,37.0
22,1,2023,1,17,35.0
23,1,2023,1,17,32.0
0,2,2023,1,18,26.0
1,2,2023,1,18,23.0
2,2,2023,1,18,22.0
3,2,2023,1,18,22.0
4,2,2023,1,18,18.0
5,2,2023,1,18,16.0
6,2,2023,1,18,16.0
7,2,2023,1,18,18.0
8,2,2023,1,18,21.0
9,2,2023,1,18,30.0
10,2,2023,1,18,40.0
11,2,2023,1,18,39.0
12,2,2023,1,18,39.0
13,2,2023,1,18,36.0
14,2,2023,1,18,36.0
15,2,2023,1,18,36.0
16,2,2023,1,18,36.0
17,2,2023,1,18,34.0
18,2,2023,1,18,36.0
19,2,2023,1,18,36.0
20,2,2023,1,18,36.0
21,2,2023,1,18,35.0
22,2,2023,1,18,34.0
23,2,2023,1,18,32.0
0,3,2023,1,19,30.0
1,3,2023,1,19,29.0
2,3,2023,1,19,25.0
3,3,2023,1,19,23.0
4,3,2023,1,19,19.0
5,3,2023,1,19,17.0
6,3,2023,1,19,18.0
7,3,2023,1,19,19.0
8,3,2023,1,19,22.0
9,3,2023,1,19,23.0
10,3,2023,1,19,29.0
11,3,2023,1,19,32.0
12,3,2023,1,19,33.0
13,3,2023,1,19,33.0
14,3,2023,1,19,34.0
15,3,2023,1,19,34.0
16,3,2023,1,19,34.0
17,3,2023,1,19,33.0
18,3,2023,1,19,35.0
19,3,2023,1,19,35.0
20,3,2023,1,19,34.0
21,3,2023,1,19,34.0
22,3,2023,1,19,33.0
23,3,2023,1,19,31.0
0,4,2023,1,20,28.0
1,4,2023,1,20,27.0
2,4,2023,1,20,25.0
3,4,2023,1,20,22.0
4,4,2023,1,20,18.0
5,4,2023,1,20,15.0
6,4,2023,1,20,16.0
7,4,2023,1,20,18.0
8,4,2023,1,20,20.0
9,4,2023,1,20,26.0
10,4,2023,1,20,39.0
11,4,2023,1,20,39.0
12,4,2023,1,20,39.0
13,4,2023,1,20,33.0
14,4,2023,1,20,33.0
15,4,2023,1,20,34.0
16,4,2023,1,20,33.0
17,4,2023,1,20,32.0
18,4,2023,1,20,33.0
19,4,2023,1,20,34.0
20,4,2023,1,20,33.0
21,4,2023,1,20,33.0
22,4,2023,1,20,31.0
23,4,2023,1,20,29.0
0,5,2023,1,21,27.0
1,5,2023,1,21,26.0
2,5,2023,1,21,23.0
3,5,2023,1,21,17.0
4,5,2023,1,21,16.0
5,5,2023,1,21,15.0
6,5,2023,1,21,14.0
7,5,2023,1,21,14.0
8,5,2023,1,21,15.0
9,5,2023,1,21,18.0
10,5,2023,1,21,24.0
11,5,2023,1,21,23.0
12,5,2023,1,21,21.0
13,5,2023,1,21,20.0
14,5,2023,1,21,20.0
15,5,2023,1,21,21.0
16,5,2023,1,21,20.0
17,5,2023,1,21,19.0
18,5,2023,1,21,21.0
19,5,2023,1,21,26.0
20,5,2023,1,21,25.0
21,5,2023,1,21,23.0
22,5,2023,1,21,23.0
23,5,2023,1,21,24.0
0,6,2023,1,22,22.0
1,6,2023,1,22,22.0
2,6,2023,1,22,18.0
3,6,2023,1,22,14.0
4,6,2023,1,22,14.0
5,6,2023,1,22,13.0
6,6,2023,1,22,12.0
7,6,2023,1,22,13.0
8,6,2023,1,22,14.0
9,6,2023,1,22,18.0
10,6,2023,1,22,20.0
11,6,2023,1,22,23.0
12,6,2023,1,22,23.0
13,6,2023,1,22,20.0
14,6,2023,1,22,20.0
15,6,2023,1,22,20.0
16,6,2023,1,22,20.0
17,6,2023,1,22,20.0
18,6,2023,1,22,22.0
19,6,2023,1,22,25.0
20,6,2023,1,22,25.0
21,6,2023,1,22,23.0
22,6,2023,1,22,24.0
23,6,2023,1,22,25.0
0,0,2023,1,23,24.0
1,0,2023,1,23,22.0
2,0,2023,1,23,19.0
3,0,2023,1,23,17.0
4,0,2023,1,23,14.0
5,0,2023,1,23,13.0
6,0,2023,1,23,15.0
7,0,2023,1,23,16.0
8,0,2023,1,23,20.0
9,0,2023,1,23,26.0
10,0,2023,1,23,32.0
11,0,2023,1,23,33.0
12,0,2023,1,23,33.0
13,0,2023,1,23,31.0
14,0,2023,1,23,33.0
15,0,2023,1,23,34.0
16,0,2023,1,23,33.0
17,0,2023,1,23,33.0
18,0,2023,1,23,32.0
19,0,2023,1,23,33.0
20,0,2023,1,23,31.0
21,0,2023,1,23,29.0
22,0,2023,1,23,31.0
23,0,2023,1,23,28.0
0,1,2023,1,24,27.0
1,1,2023,1,24,26.0
2,1,2023,1,24,21.0
3,1,2023,1,24,18.0
4,1,2023,1,24,14.0
5,1,2023,1,24,14.0
6,1,2023,1,24,15.0
7,1,2023,1,24,17.0
8,1,2023,1,24,19.0
9,1,2023,1,24,25.0
10,1,2023,1,24,31.0
11,1,2023,1,24,31.0
12,1,2023,1,24,32.0
13,1,2023,1,24,30.0
14,1,2023,1,24,31.0
15,1,2023,1,24,33.0
16,1,2023,1,24,32.0
17,1,2023,1,24,31.0
18,1,2023,1,24,32.0
19,1,2023,1,24,32.0
20,1,2023,1,24,31.0
21,1,2023,1,24,30.0
22,1,2023,1,24,31.0
23,1,2023,1,24,28.0
0,2,2023,1,25,28.0
1,2,2023,1,25,26.0
2,2,2023,1,25,21.0
3,2,2023,1,25,19.0
4,2,2023,1,25,14.0
5,2,2023,1,25,14.0
6,2,2023,1,25,15.0
7,2,2023,1,25,17.0
8,2,2023,1,25,19.0
9,2,2023,1,25,29.0
10,2,2023,1,25,36.0
11,2,2023,1,25,36.0
12,2,2023,1,25,36.0
13,2,2023,1,25,31.0
14,2,2023,1,25,33.0
15,2,2023,1,25,34.0
16,2,2023,1,25,32.0
17,2,2023,1,25,32.0
18,2,2023,1,25,32.0
19,2,2023,1,25,34.0
20,2,2023,1,25,33.0
21,2,2023,1,25,31.0
22,2,2023,1,25,32.0
23,2,2023,1,25,30.0
0,3,2023,1,26,29.0
1,3,2023,1,26,27.0
2,3,2023,1,26,22.0
3,3,2023,1,26,19.0
4,3,2023,1,26,15.0
5,3,2023,1,26,15.0
6,3,2023,1,26,16.0
7,3,2023,1,26,17.0
8,3,2023,1,26,19.0
9,3,2023,1,26,23.0
10,3,2023,1,26,29.0
11,3,2023,1,26,32.0
12,3,2023,1,26,34.0
13,3,2023,1,26,28.0
14,3,2023,1,26,28.0
15,3,2023,1,26,30.0
16,3,2023,1,26,29.0
17,3,2023,1,26,29.0
18,3,2023,1,26,31.0
19,3,2023,1,26,32.0
20,3,2023,1,26,33.0
21,3,2023,1,26,33.0
22,3,2023,1,26,33.0
23,3,2023,1,26,31.0
0,4,2023,1,27,28.0
1,4,2023,1,27,28.0
2,4,2023,1,27,21.0
3,4,2023,1,27,21.0
4,4,2023,1,27,15.0
5,4,2023,1,27,14.0
6,4,2023,1,27,15.0
7,4,2023,1,27,17.0
8,4,2023,1,27,19.0
9,4,2023,1,27,30.0
10,4,2023,1,27,39.0
11,4,2023,1,27,38.0
12,4,2023,1,27,39.0
13,4,2023,1,27,34.0
14,4,2023,1,27,36.0
15,4,2023,1,27,35.0
16,4,2023,1,27,33.0
17,4,2023,1,27,32.0
18,4,2023,1,27,34.0
19,4,2023,1,27,36.0
20,4,2023,1,27,36.0
21,4,2023,1,27,34.0
22,4,2023,1,27,34.0
23,4,2023,1,27,33.0
0,5,2023,1,28,28.0
1,5,2023,1,28,28.0
2,5,2023,1,28,21.0
3,5,2023,1,28,16.0
4,5,2023,1,28,17.0
5,5,2023,1,28,15.0
6,5,2023,1,28,12.0
7,5,2023,1,28,14.0
8,5,2023,1,28,16.0
9,5,2023,1,28,16.0
10,5,2023,1,28,24.0
11,5,2023,1,28,24.0
12,5,2023,1,28,23.0
13,5,2023,1,28,20.0
14,5,2023,1,28,22.0
15,5,2023,1,28,19.0
16,5,2023,1,28,22.0
17,5,2023,1,28,21.0
18,5,2023,1,28,22.0
19,5,2023,1,28,29.0
20,5,2023,1,28,30.0
21,5,2023,1,28,29.0
22,5,2023,1,28,30.0
23,5,2023,1,28,30.0
0,6,2023,1,29,25.0
1,6,2023,1,29,23.0
2,6,2023,1,29,19.0
3,6,2023,1,29,15.0
4,6,2023,1,29,14.0
5,6,2023,1,29,13.0
6,6,2023,1,29,11.0
7,6,2023,1,29,12.0
8,6,2023,1,29,13.0
9,6,2023,1,29,16.0
10,6,2023,1,29,22.0
11,6,2023,1,29,23.0
12,6,2023,1,29,23.0
13,6,2023,1,29,20.0
14,6,2023,1,29,21.0
15,6,2023,1,29,19.0
16,6,2023,1,29,21.0
17,6,2023,1,29,20.0
18,6,2023,1,29,22.0
19,6,2023,1,29,29.0
20,6,2023,1,29,29.0
21,6,2023,1,29,29.0
22,6,2023,1,29,28.0
23,6,2023,1,29,28.0
0,0,2023,1,30,24.0
1,0,2023,1,30,22.0
2,0,2023,1,30,19.0
3,0,2023,1,30,19.0
4,0,2023,1,30,15.0
5,0,2023,1,30,14.0
6,0,2023,1,30,15.0
7,0,2023,1,30,17.0
8,0,2023,1,30,19.0
9,0,2023,1,30,35.0
10,0,2023,1,30,40.0
11,0,2023,1,30,39.0
12,0,2023,1,30,39.0
13,0,2023,1,30,34.0
14,0,2023,1,30,35.0
15,0,2023,1,30,35.0
16,0,2023,1,30,33.0
17,0,2023,1,30,32.0
18,0,2023,1,30,33.0
19,0,2023,1,30,36.0
20,0,2023,1,30,36.0
21,0,2023,1,30,34.0
22,0,2023,1,30,34.0
23,0,2023,1,30,33.0
0,1,2023,1,31,28.0
1,1,2023,1,31,26.0
2,1,2023,1,31,21.0
3,1,2023,1,31,20.0
4,1,2023,1,31,15.0
5,1,2023,1,31,15.0
6,1,2023,1,31,16.0
7,1,2023,1,31,17.0
8,1,2023,1,31,19.0
9,1,2023,1,31,31.0
10,1,2023,1,31,40.0
11,1,2023,1,31,39.0
12,1,2023,1,31,39.0
13,1,2023,1,31,33.0
14,1,2023,1,31,34.0
15,1,2023,1,31,34.0
16,1,2023,1,31,32.0
17,1,2023,1,31,32.0
18,1,2023,1,31,33.0
19,1,2023,1,31,36.0
20,1,2023,1,31,36.0
21,1,2023,1,31,34.0
22,1,2023,1,31,34.0
23,1,2023,1,31,33.0
0,2,2023,2,1,15.0
1,2,2023,2,1,14.0
2,2,2023,2,1,12.0
3,2,2023,2,1,7.0
4,2,2023,2,1,8.0
5,2,2023,2,1,7.0
6,2,2023,2,1,7.0
7,2,2023,2,1,8.0
8,2,2023,2,1,10.0
9,2,2023,2,1,20.0
10,2,2023,2,1,11.0
11,2,2023,2,1,11.0
12,2,2023,2,1,13.0
13,2,2023,2,1,12.0
14,2,2023,2,1,13.0
15,2,2023,2,1,17.0
16,2,2023,2,1,18.0
17,2,2023,2,1,16.0
18,2,2023,2,1,16.0
19,2,2023,2,1,18.0
20,2,2023,2,1,17.0
21,2,2023,2,1,18.0
22,2,2023,2,1,17.0
23,2,2023,2,1,18.0
0,3,2023,2,2,15.0
1,3,2023,2,2,14.0
2,3,2023,2,2,12.0
3,3,2023,2,2,8.0
4,3,2023,2,2,8.0
5,3,2023,2,2,7.0
6,3,2023,2,2,8.0
7,3,2023,2,2,8.0
8,3,2023,2,2,10.0
9,3,2023,2,2,20.0
10,3,2023,2,2,11.0
11,3,2023,2,2,11.0
12,3,2023,2,2,13.0
13,3,2023,2,2,12.0
14,3,2023,2,2,13.0
15,3,2023,2,2,17.0
16,3,2023,2,2,18.0
17,3,2023,2,2,16.0
18,3,2023,2,2,16.0
19,3,2023,2,2,18.0
20,3,2023,2,2,17.0
21,3,2023,2,2,18.0
22,3,2023,2,2,17.0
23,3,2023,2,2,18.0
0,4,2023,2,3,18.0
1,4,2023,2,3,16.0
2,4,2023,2,3,16.0
3,4,2023,2,3,15.0
4,4,2023,2,3,14.0
5,4,2023,2,3,14.0
6,4,2023,2,3,15.0
7,4,2023,2,3,15.0
8,4,2023,2,3,17.0
9,4,2023,2,3,23.0
10,4,2023,2,3,42.0
11,4,2023,2,3,41.0
12,4,2023,2,3,40.0
13,4,2023,2,3,32.0
14,4,2023,2,3,34.0
15,4,2023,2,3,34.0
16,4,2023,2,3,32.0
17,4,2023,2,3,31.0
18,4,2023,2,3,30.0
19,4,2023,2,3,33.0
20,4,2023,2,3,32.0
21,4,2023,2,3,31.0
22,4,2023,2,3,31.0
23,4,2023,2,3,30.0
0,5,2023,2,4,20.0
1,5,2023,2,4,19.0
2,5,2023,2,4,16.0
3,5,2023,2,4,12.0
4,5,2023,2,4,8.0
5,5,2023,2,4,9.0
6,5,2023,2,4,10.0
7,5,2023,2,4,10.0
8,5,2023,2,4,10.0
9,5,2023,2,4,13.0
10,5,2023,2,4,23.0
11,5,2023,2,4,21.0
12,5,2023,2,4,21.0
13,5,2023,2,4,19.0
14,5,2023,2,4,19.0
15,5,2023,2,4,20.0
16,5,2023,2,4,18.0
17,5,2023,2,4,19.0
18,5,2023,2,4,18.0
19,5,2023,2,4,22.0
20,5,2023,2,4,21.0
21,5,2023,2,4,21.0
22,5,2023,2,4,20.0
23,5,2023,2,4,20.0
0,6,2023,2,5,22.0
1,6,2023,2,5,21.0
2,6,2023,2,5,14.0
3,6,2023,2,5,11.0
4,6,2023,2,5,8.0
5,6,2023,2,5,8.0
6,6,2023,2,5,10.0
7,6,2023,2,5,10.0
8,6,2023,2,5,10.0
9,6,2023,2,5,13.0
10,6,2023,2,5,23.0
11,6,2023,2,5,22.0
12,6,2023,2,5,21.0
13,6,2023,2,5,19.0
14,6,2023,2,5,19.0
15,6,2023,2,5,19.0
16,6,2023,2,5,18.0
17,6,2023,2,5,19.0
18,6,2023,2,5,18.0
19,6,2023,2,5,26.0
20,6,2023,2,5,23.0
21,6,2023,2,5,22.0
22,6,2023,2,5,22.0
23,6,2023,2,5,20.0
0,0,2023,2,6,24.0
1,0,2023,2,6,21.0
2,0,2023,2,6,15.0
3,0,2023,2,6,16.0
4,0,2023,2,6,14.0
5,0,2023,2,6,14.0
6,0,2023,2,6,15.0
7,0,2023,2,6,16.0
8,0,2023,2,6,18.0
9,0,2023,2,6,26.0
10,0,2023,2,6,35.0
11,0,2023,2,6,38.0
12,0,2023,2,6,37.0
13,0,2023,2,6,31.0
14,0,2023,2,6,35.0
15,0,2023,2,6,35.0
16,0,2023,2,6,32.0
17,0,2023,2,6,32.0
18,0,2023,2,6,34.0
19,0,2023,2,6,37.0
20,0,2023,2,6,34.0
21,0,2023,2,6,33.0
22,0,2023,2,6,31.0
23,0,2023,2,6,28.0
0,1,2023,2,7,26.0
1,1,2023,2,7,22.0
2,1,2023,2,7,20.0
3,1,2023,2,7,17.0
4,1,2023,2,7,15.0
5,1,2023,2,7,14.0
6,1,2023,2,7,15.0
7,1,2023,2,7,16.0
8,1,2023,2,7,19.0
9,1,2023,2,7,23.0
10,1,2023,2,7,29.0
11,1,2023,2,7,32.0
12,1,2023,2,7,32.0
13,1,2023,2,7,28.0
14,1,2023,2,7,30.0
15,1,2023,2,7,31.0
16,1,2023,2,7,29.0
17,1,2023,2,7,30.0
18,1,2023,2,7,30.0
19,1,2023,2,7,33.0
20,1,2023,2,7,33.0
21,1,2023,2,7,32.0
22,1,2023,2,7,31.0
23,1,2023,2,7,28.0
0,2,2023,2,8,26.0
1,2,2023,2,8,23.0
2,2,2023,2,8,20.0
3,2,2023,2,8,16.0
4,2,2023,2,8,12.0
5,2,2023,2,8,13.0
6,2,2023,2,8,12.0
7,2,2023,2,8,15.0
8,2,2023,2,8,18.0
9,2,2023,2,8,29.0
10,2,2023,2,8,37.0
11,2,2023,2,8,38.0
12,2,2023,2,8,36.0
13,2,2023,2,8,30.0
14,2,2023,2,8,32.0
15,2,2023,2,8,33.0
16,2,2023,2,8,30.0
