Hour,Day-of-Week,Year,Month,Day,Vehicles
18,5,2023,1,7,5.0
19,5,2023,1,7,6.0
20,5,2023,1,7,5.0
21,5,2023,1,7,6.0
22,5,2023,1,7,8.0
23,5,2023,1,7,7.0
0,6,2023,1,8,7.0
1,6,2023,1,8,6.0
2,6,2023,1,8,5.0
3,6,2023,1,8,4.0
4,6,2023,1,8,6.0
5,6,2023,1,8,5.0
6,6,2023,1,8,6.0
7,6,2023,1,8,6.0
8,6,2023,1,8,5.0
9,6,2023,1,8,4.0
10,6,2023,1,8,4.0
11,6,2023,1,8,5.0
12,6,2023,1,8,4.0
13,6,2023,1,8,5.0
14,6,2023,1,8,4.0
15,6,2023,1,8,6.0
16,6,2023,1,8,7.0
17,6,2023,1,8,7.0
18,6,2023,1,8,6.0
19,6,2023,1,8,7.0
20,6,2023,1,8,6.0
21,6,2023,1,8,6.0
22,6,2023,1,8,8.0
23,6,2023,1,8,7.0
0,0,2023,1,9,7.0
1,0,2023,1,9,6.0
2,0,2023,1,9,6.0
3,0,2023,1,9,6.0
4,0,2023,1,9,5.0
5,0,2023,1,9,6.0
6,0,2023,1,9,7.0
7,0,2023,1,9,7.0
8,0,2023,1,9,5.0
9,0,2023,1,9,8.0
10,0,2023,1,9,9.0
11,0,2023,1,9,9.0
12,0,2023,1,9,10.0
13,0,2023,1,9,9.0
14,0,2023,1,9,10.0
15,0,2023,1,9,13.0
16,0,2023,1,9,12.0
17,0,2023,1,9,13.0
18,0,2023,1,9,10.0
19,0,2023,1,9,11.0
20,0,2023,1,9,11.0
21,0,2023,1,9,12.0
22,0,2023,1,9,10.0
23,0,2023,1,9,9.0
0,1,2023,1,10,9.0
1,1,2023,1,10,6.0
2,1,2023,1,10,7.0
3,1,2023,1,10,7.0
4,1,2023,1,10,7.0
5,1,2023,1,10,7.0
6,1,2023,1,10,5.0
7,1,2023,1,10,6.0
8,1,2023,1,10,5.0
9,1,2023,1,10,8.0
10,1,2023,1,10,8.0
11,1,2023,1,10,9.0
12,1,2023,1,10,9.0
13,1,2023,1,10,8.0
14,1,2023,1,10,10.0
15,1,2023,1,10,12.0
16,1,2023,1,10,13.0
17,1,2023,1,10,13.0
18,1,2023,1,10,9.0
19,1,2023,1,10,11.0
20,1,2023,1,10,11.0
21,1,2023,1,10,11.0
22,1,2023,1,10,10.0
23,1,2023,1,10,9.0
0,2,2023,1,11,7.0
1,2,2023,1,11,6.0
2,2,2023,1,11,7.0
3,2,2023,1,11,6.0
4,2,2023,1,11,5.0
5,2,2023,1,11,5.0
6,2,2023,1,11,6.0
7,2,2023,1,11,7.0
8,2,2023,1,11,6.0
9,2,2023,1,11,7.0
10,2,2023,1,11,9.0
11,2,2023,1,11,8.0
12,2,2023,1,11,9.0
13,2,2023,1,11,8.0
14,2,2023,1,11,9.0
15,2,2023,1,11,11.0
16,2,2023,1,11,11.0
17,2,2023,1,11,12.0
18,2,2023,1,11,9.0
19,2,2023,1,11,10.0
20,2,2023,1,11,11.0
21,2,2023,1,11,10.0
22,2,2023,1,11,9.0
23,2,2023,1,11,9.0
0,3,2023,1,12,7.0
1,3,2023,1,12,7.0
2,3,2023,1,12,7.0
3,3,2023,1,12,7.0
4,3,2023,1,12,6.0
5,3,2023,1,12,6.0
6,3,2023,1,12,6.0
7,3,2023,1,12,6.0
8,3,2023,1,12,6.0
9,3,2023,1,12,8.0
10,3,2023,1,12,9.0
11,3,2023,1,12,9.0
12,3,2023,1,12,10.0
13,3,2023,1,12,7.0
14,3,2023,1,12,10.0
15,3,2023,1,12,11.0
16,3,2023,1,12,11.0
17,3,2023,1,12,11.0
18,3,2023,1,12,9.0
19,3,2023,1,12,10.0
20,3,2023,1,12,12.0
21,3,2023,1,12,11.0
22,3,2023,1,12,11.0
23,3,2023,1,12,9.0
0,4,2023,1,13,7.0
1,4,2023,1,13,6.0
2,4,2023,1,13,6.0
3,4,2023,1,13,7.0
4,4,2023,1,13,5.0
5,4,2023,1,13,6.0
6,4,2023,1,13,7.0
7,4,2023,1,13,6.0
8,4,2023,1,13,7.0
9,4,2023,1,13,5.0
10,4,2023,1,13,9.0
11,4,2023,1,13,8.0
12,4,2023,1,13,9.0
13,4,2023,1,13,8.0
14,4,2023,1,13,9.0
15,4,2023,1,13,11.0
16,4,2023,1,13,10.0
17,4,2023,1,13,10.0
18,4,2023,1,13,9.0
19,4,2023,1,13,10.0
20,4,2023,1,13,11.0
21,4,2023,1,13,10.0
22,4,2023,1,13,10.0
23,4,2023,1,13,9.0
0,5,2023,1,14,7.0
1,5,2023,1,14,7.0
2,5,2023,1,14,7.0
3,5,2023,1,14,7.0
4,5,2023,1,14,6.0
5,5,2023,1,14,5.0
6,5,2023,1,14,5.0
7,5,2023,1,14,4.0
8,5,2023,1,14,4.0
9,5,2023,1,14,6.0
10,5,2023,1,14,5.0
11,5,2023,1,14,5.0
12,5,2023,1,14,4.0
13,5,2023,1,14,6.0
14,5,2023,1,14,6.0
15,5,2023,1,14,7.0
16,5,2023,1,14,8.0
17,5,2023,1,14,9.0
18,5,2023,1,14,8.0
19,5,2023,1,14,8.0
20,5,2023,1,14,6.0
21,5,2023,1,14,7.0
22,5,2023,1,14,6.0
23,5,2023,1,14,6.0
0,6,2023,1,15,6.0
1,6,2023,1,15,4.0
2,6,2023,1,15,6.0
3,6,2023,1,15,4.0
4,6,2023,1,15,6.0
5,6,2023,1,15,4.0
6,6,2023,1,15,5.0
7,6,2023,1,15,4.0
8,6,2023,1,15,4.0
9,6,2023,1,15,6.0
10,6,2023,1,15,5.0
11,6,2023,1,15,5.0
12,6,2023,1,15,5.0
13,6,2023,1,15,5.0
14,6,2023,1,15,5.0
15,6,2023,1,15,7.0
16,6,2023,1,15,8.0
17,6,2023,1,15,8.0
18,6,2023,1,15,7.0
19,6,2023,1,15,8.0
20,6,2023,1,15,7.0
21,6,2023,1,15,7.0
22,6,2023,1,15,7.0
23,6,2023,1,15,6.0
0,0,2023,1,16,7.0
1,0,2023,1,16,7.0
2,0,2023,1,16,7.0
3,0,2023,1,16,7.0
4,0,2023,1,16,5.0
5,0,2023,1,16,6.0
6,0,2023,1,16,7.0
7,0,2023,1,16,7.0
8,0,2023,1,16,7.0
9,0,2023,1,16,6.0
10,0,2023,1,16,10.0
11,0,2023,1,16,10.0
12,0,2023,1,16,10.0
13,0,2023,1,16,9.0
14,0,2023,1,16,9.0
15,0,2023,1,16,10.0
16,0,2023,1,16,10.0
17,0,2023,1,16,10.0
18,0,2023,1,16,10.0
19,0,2023,1,16,11.0
20,0,2023,1,16,11.0
21,0,2023,1,16,10.0
22,0,2023,1,16,10.0
23,0,2023,1,16,10.0
0,1,2023,1,17,8.0
1,1,2023,1,17,7.0
2,1,2023,1,17,6.0
3,1,2023,1,17,7.0
4,1,2023,1,17,6.0
5,1,2023,1,17,6.0
6,1,2023,1,17,7.0
7,1,2023,1,17,7.0
8,1,2023,1,17,7.0
9,1,2023,1,17,7.0
10,1,2023,1,17,9.0
11,1,2023,1,17,10.0
12,1,2023,1,17,10.0
13,1,2023,1,17,9.0
14,1,2023,1,17,11.0
15,1,2023,1,17,11.0
16,1,2023,1,17,11.0
17,1,2023,1,17,10.0
18,1,2023,1,17,11.0
19,1,2023,1,17,12.0
20,1,2023,1,17,11.0
21,1,2023,1,17,10.0
22,1,2023,1,17,10.0
23,1,2023,1,17,10.0
0,2,2023,1,18,9.0
1,2,2023,1,18,8.0
2,2,2023,1,18,6.0
3,2,2023,1,18,8.0
4,2,2023,1,18,5.0
5,2,2023,1,18,6.0
6,2,2023,1,18,7.0
7,2,2023,1,18,7.0
8,2,2023,1,18,7.0
9,2,2023,1,18,8.0
10,2,2023,1,18,10.0
11,2,2023,1,18,10.0
12,2,2023,1,18,9.0
13,2,2023,1,18,8.0
14,2,2023,1,18,11.0
15,2,2023,1,18,11.0
16,2,2023,1,18,11.0
17,2,2023,1,18,11.0
18,2,2023,1,18,11.0
19,2,2023,1,18,12.0
20,2,2023,1,18,11.0
21,2,2023,1,18,11.0
22,2,2023,1,18,11.0
23,2,2023,1,18,10.0
0,3,2023,1,19,10.0
1,3,2023,1,19,8.0
2,3,2023,1,19,6.0
3,3,2023,1,19,9.0
4,3,2023,1,19,8.0
5,3,2023,1,19,6.0
6,3,2023,1,19,7.0
7,3,2023,1,19,8.0
8,3,2023,1,19,8.0
9,3,2023,1,19,9.0
10,3,2023,1,19,10.0
11,3,2023,1,19,10.0
12,3,2023,1,19,11.0
13,3,2023,1,19,9.0
14,3,2023,1,19,11.0
15,3,2023,1,19,12.0
16,3,2023,1,19,11.0
17,3,2023,1,19,11.0
18,3,2023,1,19,11.0
19,3,2023,1,19,13.0
20,3,2023,1,19,11.0
21,3,2023,1,19,12.0
22,3,2023,1,19,11.0
23,3,2023,1,19,8.0
0,4,2023,1,20,10.0
1,4,2023,1,20,9.0
2,4,2023,1,20,7.0
3,4,2023,1,20,7.0
4,4,2023,1,20,7.0
5,4,2023,1,20,6.0
6,4,2023,1,20,6.0
7,4,2023,1,20,7.0
8,4,2023,1,20,7.0
9,4,2023,1,20,9.0
10,4,2023,1,20,9.0
11,4,2023,1,20,9.0
12,4,2023,1,20,10.0
13,4,2023,1,20,9.0
14,4,2023,1,20,11.0
15,4,2023,1,20,11.0
16,4,2023,1,20,12.0
17,4,2023,1,20,12.0
18,4,2023,1,20,10.0
19,4,2023,1,20,9.0
20,4,2023,1,20,10.0
21,4,2023,1,20,10.0
22,4,2023,1,20,10.0
23,4,2023,1,20,9.0
0,5,2023,1,21,9.0
1,5,2023,1,21,8.0
2,5,2023,1,21,9.0
3,5,2023,1,21,6.0
4,5,2023,1,21,5.0
5,5,2023,1,21,6.0
6,5,2023,1,21,6.0
7,5,2023,1,21,5.0
8,5,2023,1,21,5.0
9,5,2023,1,21,5.0
10,5,2023,1,21,6.0
11,5,2023,1,21,7.0
12,5,2023,1,21,8.0
13,5,2023,1,21,8.0
14,5,2023,1,21,7.0
15,5,2023,1,21,5.0
16,5,2023,1,21,7.0
17,5,2023,1,21,7.0
18,5,2023,1,21,7.0
19,5,2023,1,21,7.0
20,5,2023,1,21,6.0
21,5,2023,1,21,7.0
22,5,2023,1,21,6.0
23,5,2023,1,21,8.0
0,6,2023,1,22,7.0
1,6,2023,1,22,6.0
2,6,2023,1,22,7.0
3,6,2023,1,22,5.0
4,6,2023,1,22,5.0
5,6,2023,1,22,5.0
6,6,2023,1,22,5.0
7,6,2023,1,22,5.0
8,6,2023,1,22,4.0
9,6,2023,1,22,5.0
10,6,2023,1,22,6.0
11,6,2023,1,22,6.0
12,6,2023,1,22,7.0
13,6,2023,1,22,7.0
14,6,2023,1,22,7.0
15,6,2023,1,22,5.0
16,6,2023,1,22,7.0
17,6,2023,1,22,7.0
18,6,2023,1,22,7.0
19,6,2023,1,22,7.0
20,6,2023,1,22,7.0
21,6,2023,1,22,7.0
22,6,2023,1,22,7.0
23,6,2023,1,22,8.0
0,0,2023,1,23,7.0
1,0,2023,1,23,8.0
2,0,2023,1,23,7.0
3,0,2023,1,23,8.0
4,0,2023,1,23,7.0
5,0,2023,1,23,7.0
6,0,2023,1,23,6.0
7,0,2023,1,23,8.0
8,0,2023,1,23,7.0
9,0,2023,1,23,7.0
10,0,2023,1,23,9.0
11,0,2023,1,23,11.0
12,0,2023,1,23,12.0
13,0,2023,1,23,11.0
14,0,2023,1,23,12.0
15,0,2023,1,23,13.0
16,0,2023,1,23,11.0
17,0,2023,1,23,12.0
18,0,2023,1,23,12.0
19,0,2023,1,23,13.0
20,0,2023,1,23,12.0
21,0,2023,1,23,11.0
22,0,2023,1,23,11.0
23,0,2023,1,23,10.0
0,1,2023,1,24,9.0
1,1,2023,1,24,9.0
2,1,2023,1,24,9.0
3,1,2023,1,24,7.0
4,1,2023,1,24,7.0
5,1,2023,1,24,7.0
6,1,2023,1,24,6.0
7,1,2023,1,24,8.0
8,1,2023,1,24,6.0
9,1,2023,1,24,7.0
10,1,2023,1,24,9.0
11,1,2023,1,24,9.0
12,1,2023,1,24,11.0
13,1,2023,1,24,9.0
14,1,2023,1,24,11.0
15,1,2023,1,24,12.0
16,1,2023,1,24,10.0
17,1,2023,1,24,10.0
18,1,2023,1,24,10.0
19,1,2023,1,24,14.0
20,1,2023,1,24,13.0
21,1,2023,1,24,11.0
22,1,2023,1,24,12.0
23,1,2023,1,24,10.0
0,2,2023,1,25,9.0
1,2,2023,1,25,10.0
2,2,2023,1,25,10.0
3,2,2023,1,25,8.0
4,2,2023,1,25,7.0
5,2,2023,1,25,7.0
6,2,2023,1,25,6.0
7,2,2023,1,25,8.0
8,2,2023,1,25,6.0
9,2,2023,1,25,8.0
10,2,2023,1,25,10.0
11,2,2023,1,25,10.0
12,2,2023,1,25,10.0
13,2,2023,1,25,9.0
14,2,2023,1,25,12.0
15,2,2023,1,25,12.0
16,2,2023,1,25,10.0
17,2,2023,1,25,11.0
18,2,2023,1,25,11.0
19,2,2023,1,25,12.0
20,2,2023,1,25,12.0
21,2,2023,1,25,12.0
22,2,2023,1,25,13.0
23,2,2023,1,25,10.0
0,3,2023,1,26,10.0
1,3,2023,1,26,10.0
2,3,2023,1,26,10.0
3,3,2023,1,26,8.0
4,3,2023,1,26,7.0
5,3,2023,1,26,6.0
6,3,2023,1,26,5.0
7,3,2023,1,26,8.0
8,3,2023,1,26,7.0
9,3,2023,1,26,9.0
10,3,2023,1,26,9.0
11,3,2023,1,26,10.0
12,3,2023,1,26,11.0
13,3,2023,1,26,9.0
14,3,2023,1,26,10.0
15,3,2023,1,26,11.0
16,3,2023,1,26,10.0
17,3,2023,1,26,10.0
18,3,2023,1,26,10.0
19,3,2023,1,26,12.0
20,3,2023,1,26,12.0
21,3,2023,1,26,12.0
22,3,2023,1,26,13.0
23,3,2023,1,26,10.0
0,4,2023,1,27,10.0
1,4,2023,1,27,9.0
2,4,2023,1,27,8.0
3,4,2023,1,27,8.0
4,4,2023,1,27,7.0
5,4,2023,1,27,6.0
6,4,2023,1,27,5.0
7,4,2023,1,27,7.0
8,4,2023,1,27,7.0
9,4,2023,1,27,9.0
10,4,2023,1,27,10.0
11,4,2023,1,27,11.0
12,4,2023,1,27,10.0
13,4,2023,1,27,9.0
14,4,2023,1,27,10.0
15,4,2023,1,27,10.0
16,4,2023,1,27,12.0
17,4,2023,1,27,12.0
18,4,2023,1,27,11.0
19,4,2023,1,27,10.0
20,4,2023,1,27,13.0
21,4,2023,1,27,12.0
22,4,2023,1,27,11.0
23,4,2023,1,27,11.0
0,5,2023,1,28,11.0
1,5,2023,1,28,9.0
2,5,2023,1,28,8.0
3,5,2023,1,28,8.0
4,5,2023,1,28,6.0
5,5,2023,1,28,6.0
6,5,2023,1,28,6.0
7,5,2023,1,28,7.0
8,5,2023,1,28,5.0
9,5,2023,1,28,6.0
10,5,2023,1,28,7.0
11,5,2023,1,28,7.0
12,5,2023,1,28,7.0
13,5,2023,1,28,8.0
14,5,2023,1,28,8.0
15,5,2023,1,28,5.0
16,5,2023,1,28,8.0
17,5,2023,1,28,7.0
18,5,2023,1,28,7.0
19,5,2023,1,28,9.0
20,5,2023,1,28,9.0
21,5,2023,1,28,9.0
22,5,2023,1,28,10.0
23,5,2023,1,28,11.0
0,6,2023,1,29,9.0
1,6,2023,1,29,8.0
2,6,2023,1,29,7.0
3,6,2023,1,29,7.0
4,6,2023,1,29,6.0
5,6,2023,1,29,6.0
6,6,2023,1,29,6.0
7,6,2023,1,29,6.0
8,6,2023,1,29,5.0
9,6,2023,1,29,6.0
10,6,2023,1,29,7.0
11,6,2023,1,29,6.0
12,6,2023,1,29,8.0
13,6,2023,1,29,7.0
14,6,2023,1,29,7.0
15,6,2023,1,29,5.0
16,6,2023,1,29,8.0
17,6,2023,1,29,6.0
18,6,2023,1,29,8.0
19,6,2023,1,29,8.0
20,6,2023,1,29,9.0
21,6,2023,1,29,9.0
22,6,2023,1,29,10.0
23,6,2023,1,29,10.0
0,0,2023,1,30,9.0
1,0,2023,1,30,8.0
2,0,2023,1,30,9.0
3,0,2023,1,30,8.0
4,0,2023,1,30,6.0
5,0,2023,1,30,5.0
6,0,2023,1,30,5.0
7,0,2023,1,30,7.0
8,0,2023,1,30,7.0
9,0,2023,1,30,7.0
10,0,2023,1,30,11.0
11,0,2023,1,30,11.0
12,0,2023,1,30,11.0
13,0,2023,1,30,10.0
14,0,2023,1,30,11.0
15,0,2023,1,30,12.0
16,0,2023,1,30,11.0
17,0,2023,1,30,11.0
18,0,2023,1,30,11.0
19,0,2023,1,30,13.0
20,0,2023,1,30,13.0
21,0,2023,1,30,12.0
22,0,2023,1,30,12.0
23,0,2023,1,30,12.0
0,1,2023,1,31,11.0
1,1,2023,1,31,9.0
2,1,2023,1,31,10.0
3,1,2023,1,31,9.0
4,1,2023,1,31,6.0
5,1,2023,1,31,5.0
6,1,2023,1,31,4.0
7,1,2023,1,31,7.0
8,1,2023,1,31,7.0
9,1,2023,1,31,7.0
10,1,2023,1,31,11.0
11,1,2023,1,31,10.0
12,1,2023,1,31,10.0
13,1,2023,1,31,8.0
14,1,2023,1,31,10.0
15,1,2023,1,31,10.0
16,1,2023,1,31,10.0
17,1,2023,1,31,10.0
18,1,2023,1,31,10.0
19,1,2023,1,31,12.0
20,1,2023,1,31,13.0
21,1,2023,1,31,12.0
22,1,2023,1,31,13.0
23,1,2023,1,31,12.0
0,2,2023,2,1,8.0
1,2,2023,2,1,4.0
2,2,2023,2,1,4.0
3,2,2023,2,1,7.0
4,2,2023,2,1,5.0
5,2,2023,2,1,6.0
6,2,2023,2,1,5.0
7,2,2023,2,1,7.0
8,2,2023,2,1,6.0
9,2,2023,2,1,7.0
10,2,2023,2,1,9.0
11,2,2023,2,1,5.0
12,2,2023,2,1,5.0
13,2,2023,2,1,7.0
14,2,2023,2,1,6.0
15,2,2023,2,1,7.0
16,2,2023,2,1,8.0
17,2,2023,2,1,8.0
18,2,2023,2,1,7.0
19,2,2023,2,1,7.0
20,2,2023,2,1,7.0
21,2,2023,2,1,6.0
22,2,2023,2,1,8.0
23,2,2023,2,1,7.0
0,3,2023,2,2,8.0
1,3,2023,2,2,5.0
2,3,2023,2,2,5.0
3,3,2023,2,2,8.0
4,3,2023,2,2,5.0
5,3,2023,2,2,6.0
6,3,2023,2,2,5.0
7,3,2023,2,2,6.0
8,3,2023,2,2,6.0
9,3,2023,2,2,7.0
10,3,2023,2,2,9.0
11,3,2023,2,2,5.0
12,3,2023,2,2,5.0
13,3,2023,2,2,7.0
14,3,2023,2,2,6.0
15,3,2023,2,2,7.0
16,3,2023,2,2,8.0
17,3,2023,2,2,8.0
18,3,2023,2,2,7.0
19,3,2023,2,2,7.0
20,3,2023,2,2,7.0
21,3,2023,2,2,6.0
22,3,2023,2,2,8.0
23,3,2023,2,2,6.0
0,4,2023,2,3,9.0
1,4,2023,2,3,6.0
2,4,2023,2,3,5.0
3,4,2023,2,3,7.0
4,4,2023,2,3,5.0
5,4,2023,2,3,6.0
6,4,2023,2,3,6.0
7,4,2023,2,3,6.0
8,4,2023,2,3,6.0
9,4,2023,2,3,6.0
10,4,2023,2,3,9.0
11,4,2023,2,3,10.0
12,4,2023,2,3,10.0
13,4,2023,2,3,10.0
14,4,2023,2,3,10.0
15,4,2023,2,3,12.0
16,4,2023,2,3,11.0
17,4,2023,2,3,11.0
18,4,2023,2,3,9.0
19,4,2023,2,3,10.0
20,4,2023,2,3,11.0
21,4,2023,2,3,9.0
22,4,2023,2,3,10.0
23,4,2023,2,3,8.0
0,5,2023,2,4,7.0
1,5,2023,2,4,5.0
2,5,2023,2,4,5.0
3,5,2023,2,4,6.0
4,5,2023,2,4,6.0
5,5,2023,2,4,4.0
6,5,2023,2,4,6.0
7,5,2023,2,4,6.0
8,5,2023,2,4,4.0
9,5,2023,2,4,4.0
10,5,2023,2,4,5.0
11,5,2023,2,4,5.0
12,5,2023,2,4,6.0
13,5,2023,2,4,6.0
14,5,2023,2,4,6.0
15,5,2023,2,4,6.0
16,5,2023,2,4,6.0
17,5,2023,2,4,5.0
18,5,2023,2,4,6.0
19,5,2023,2,4,6.0
20,5,2023,2,4,7.0
21,5,2023,2,4,7.0
22,5,2023,2,4,8.0
23,5,2023,2,4,8.0
0,6,2023,2,5,6.0
1,6,2023,2,5,5.0
2,6,2023,2,5,6.0
3,6,2023,2,5,5.0
4,6,2023,2,5,5.0
5,6,2023,2,5,4.0
6,6,2023,2,5,6.0
7,6,2023,2,5,6.0
8,6,2023,2,5,4.0
9,6,2023,2,5,4.0
10,6,2023,2,5,6.0
11,6,2023,2,5,7.0
12,6,2023,2,5,5.0
13,6,2023,2,5,6.0
14,6,2023,2,5,5.0
15,6,2023,2,5,5.0
16,6,2023,2,5,5.0
17,6,2023,2,5,4.0
18,6,2023,2,5,5.0
19,6,2023,2,5,7.0
20,6,2023,2,5,8.0
21,6,2023,2,5,8.0
22,6,2023,2,5,8.0
23,6,2023,2,5,9.0
0,0,2023,2,6,9.0
1,0,2023,2,6,7.0
2,0,2023,2,6,6.0
3,0,2023,2,6,6.0
4,0,2023,2,6,5.0
5,0,2023,2,6,5.0
6,0,2023,2,6,6.0
7,0,2023,2,6,7.0
8,0,2023,2,6,6.0
9,0,2023,2,6,8.0
10,0,2023,2,6,9.0
11,0,2023,2,6,10.0
12,0,2023,2,6,9.0
13,0,2023,2,6,9.0
14,0,2023,2,6,10.0
15,0,2023,2,6,13.0
16,0,2023,2,6,12.0
17,0,2023,2,6,12.0
18,0,2023,2,6,9.0
19,0,2023,2,6,11.0
20,0,2023,2,6,11.0
21,0,2023,2,6,10.0
22,0,2023,2,6,10.0
23,0,2023,2,6,9.0
0,1,2023,2,7,10.0
1,1,2023,2,7,8.0
2,1,2023,2,7,8.0
3,1,2023,2,7,8.0
4,1,2023,2,7,7.0
5,1,2023,2,7,7.0
6,1,2023,2,7,5.0
7,1,2023,2,7,7.0
8,1,2023,2,7,6.0
9,1,2023,2,7,8.0
10,1,2023,2,7,8.0
11,1,2023,2,7,10.0
12,1,2023,2,7,10.0
13,1,2023,2,7,9.0
14,1,2023,2,7,10.0
15,1,2023,2,7,12.0
16,1,2023,2,7,13.0
17,1,2023,2,7,13.0
18,1,2023,2,7,9.0
19,1,2023,2,7,11.0
20,1,2023,2,7,11.0
21,1,2023,2,7,10.0
22,1,2023,2,7,10.0
23,1,2023,2,7,9.0
0,2,2023,2,8,10.0
1,2,2023,2,8,7.0
2,2,2023,2,8,8.0
3,2,2023,2,8,8.0
4,2,2023,2,8,5.0
5,2,2023,2,8,6.0
6,2,2023,2,8,6.0
7,2,2023,2,8,7.0
8,2,2023,2,8,7.0
9,2,2023,2,8,8.0
10,2,2023,2,8,9.0
11,2,2023,2,8,9.0
12,2,2023,2,8,9.0
13,2,2023,2,8,9.0
14,2,2023,2,8,10.0
15,2,2023,2,8,12.0
16,2,2023,2,8,11.0
