,DateTime,Junction,Vehicles,Time,Hour,Month-Day,Day-of-Week,Year,Month,Day
90,2015-11-04 18:00:00,1,23,18:00:00,18,1104,2,2015,11,04
91,2015-11-04 19:00:00,1,25,19:00:00,19,1104,2,2015,11,04
92,2015-11-04 20:00:00,1,26,20:00:00,20,1104,2,2015,11,04
93,2015-11-04 21:00:00,1,24,21:00:00,21,1104,2,2015,11,04
94,2015-11-04 22:00:00,1,26,22:00:00,22,1104,2,2015,11,04
95,2015-11-04 23:00:00,1,24,23:00:00,23,1104,2,2015,11,04
96,2015-11-05 00:00:00,1,19,00:00:00,0,1105,3,2015,11,05
97,2015-11-05 01:00:00,1,20,01:00:00,1,1105,3,2015,11,05
98,2015-11-05 02:00:00,1,18,02:00:00,2,1105,3,2015,11,05
99,2015-11-05 03:00:00,1,13,03:00:00,3,1105,3,2015,11,05
100,2015-11-05 04:00:00,1,13,04:00:00,4,1105,3,2015,11,05
101,2015-11-05 05:00:00,1,9,05:00:00,5,1105,3,2015,11,05
102,2015-11-05 06:00:00,1,12,06:00:00,6,1105,3,2015,11,05
103,2015-11-05 07:00:00,1,12,07:00:00,7,1105,3,2015,11,05
104,2015-11-05 08:00:00,1,15,08:00:00,8,1105,3,2015,11,05
105,2015-11-05 09:00:00,1,16,09:00:00,9,1105,3,2015,11,05
106,2015-11-05 10:00:00,1,23,10:00:00,10,1105,3,2015,11,05
107,2015-11-05 11:00:00,1,24,11:00:00,11,1105,3,2015,11,05
108,2015-11-05 12:00:00,1,25,12:00:00,12,1105,3,2015,11,05
109,2015-11-05 13:00:00,1,24,13:00:00,13,1105,3,2015,11,05
110,2015-11-05 14:00:00,1,26,14:00:00,14,1105,3,2015,11,05
111,2015-11-05 15:00:00,1,22,15:00:00,15,1105,3,2015,11,05
112,2015-11-05 16:00:00,1,20,16:00:00,16,1105,3,2015,11,05
113,2015-11-05 17:00:00,1,20,17:00:00,17,1105,3,2015,11,05
114,2015-11-05 18:00:00,1,22,18:00:00,18,1105,3,2015,11,05
115,2015-11-05 19:00:00,1,26,19:00:00,19,1105,3,2015,11,05
116,2015-11-05 20:00:00,1,22,20:00:00,20,1105,3,2015,11,05
117,2015-11-05 21:00:00,1,21,21:00:00,21,1105,3,2015,11,05
118,2015-11-05 22:00:00,1,21,22:00:00,22,1105,3,2015,11,05
119,2015-11-05 23:00:00,1,21,23:00:00,23,1105,3,2015,11,05
120,2015-11-06 00:00:00,1,16,00:00:00,0,1106,4,2015,11,06
121,2015-11-06 01:00:00,1,18,01:00:00,1,1106,4,2015,11,06
122,2015-11-06 02:00:00,1,19,02:00:00,2,1106,4,2015,11,06
123,2015-11-06 03:00:00,1,14,03:00:00,3,1106,4,2015,11,06
124,2015-11-06 04:00:00,1,12,04:00:00,4,1106,4,2015,11,06
125,2015-11-06 05:00:00,1,13,05:00:00,5,1106,4,2015,11,06
126,2015-11-06 06:00:00,1,14,06:00:00,6,1106,4,2015,11,06
127,2015-11-06 07:00:00,1,14,07:00:00,7,1106,4,2015,11,06
128,2015-11-06 08:00:00,1,13,08:00:00,8,1106,4,2015,11,06
129,2015-11-06 09:00:00,1,20,09:00:00,9,1106,4,2015,11,06
130,2015-11-06 10:00:00,1,22,10:00:00,10,1106,4,2015,11,06
131,2015-11-06 11:00:00,1,26,11:00:00,11,1106,4,2015,11,06
132,2015-11-06 12:00:00,1,26,12:00:00,12,1106,4,2015,11,06
133,2015-11-06 13:00:00,1,21,13:00:00,13,1106,4,2015,11,06
134,2015-11-06 14:00:00,1,23,14:00:00,14,1106,4,2015,11,06
135,2015-11-06 15:00:00,1,23,15:00:00,15,1106,4,2015,11,06
136,2015-11-06 16:00:00,1,19,16:00:00,16,1106,4,2015,11,06
137,2015-11-06 17:00:00,1,19,17:00:00,17,1106,4,2015,11,06
138,2015-11-06 18:00:00,1,20,18:00:00,18,1106,4,2015,11,06
139,2015-11-06 19:00:00,1,24,19:00:00,19,1106,4,2015,11,06
140,2015-11-06 20:00:00,1,18,20:00:00,20,1106,4,2015,11,06
141,2015-11-06 21:00:00,1,19,21:00:00,21,1106,4,2015,11,06
142,2015-11-06 22:00:00,1,16,22:00:00,22,1106,4,2015,11,06
143,2015-11-06 23:00:00,1,17,23:00:00,23,1106,4,2015,11,06
144,2015-11-07 00:00:00,1,16,00:00:00,0,1107,5,2015,11,07
145,2015-11-07 01:00:00,1,16,01:00:00,1,1107,5,2015,11,07
146,2015-11-07 02:00:00,1,10,02:00:00,2,1107,5,2015,11,07
147,2015-11-07 03:00:00,1,9,03:00:00,3,1107,5,2015,11,07
148,2015-11-07 04:00:00,1,8,04:00:00,4,1107,5,2015,11,07
149,2015-11-07 05:00:00,1,7,05:00:00,5,1107,5,2015,11,07
150,2015-11-07 06:00:00,1,9,06:00:00,6,1107,5,2015,11,07
151,2015-11-07 07:00:00,1,8,07:00:00,7,1107,5,2015,11,07
152,2015-11-07 08:00:00,1,12,08:00:00,8,1107,5,2015,11,07
153,2015-11-07 09:00:00,1,13,09:00:00,9,1107,5,2015,11,07
154,2015-11-07 10:00:00,1,17,10:00:00,10,1107,5,2015,11,07
155,2015-11-07 11:00:00,1,14,11:00:00,11,1107,5,2015,11,07
156,2015-11-07 12:00:00,1,14,12:00:00,12,1107,5,2015,11,07
157,2015-11-07 13:00:00,1,14,13:00:00,13,1107,5,2015,11,07
158,2015-11-07 14:00:00,1,14,14:00:00,14,1107,5,2015,11,07
159,2015-11-07 15:00:00,1,11,15:00:00,15,1107,5,2015,11,07
160,2015-11-07 16:00:00,1,15,16:00:00,16,1107,5,2015,11,07
161,2015-11-07 17:00:00,1,13,17:00:00,17,1107,5,2015,11,07
162,2015-11-07 18:00:00,1,12,18:00:00,18,1107,5,2015,11,07
163,2015-11-07 19:00:00,1,17,19:00:00,19,1107,5,2015,11,07
164,2015-11-07 20:00:00,1,18,20:00:00,20,1107,5,2015,11,07
165,2015-11-07 21:00:00,1,17,21:00:00,21,1107,5,2015,11,07
166,2015-11-07 22:00:00,1,16,22:00:00,22,1107,5,2015,11,07
167,2015-11-07 23:00:00,1,15,23:00:00,23,1107,5,2015,11,07
168,2015-11-08 00:00:00,1,13,00:00:00,0,1108,6,2015,11,08
169,2015-11-08 01:00:00,1,16,01:00:00,1,1108,6,2015,11,08
170,2015-11-08 02:00:00,1,11,02:00:00,2,1108,6,2015,11,08
171,2015-11-08 03:00:00,1,8,03:00:00,3,1108,6,2015,11,08
172,2015-11-08 04:00:00,1,10,04:00:00,4,1108,6,2015,11,08
173,2015-11-08 05:00:00,1,10,05:00:00,5,1108,6,2015,11,08
174,2015-11-08 06:00:00,1,10,06:00:00,6,1108,6,2015,11,08
175,2015-11-08 07:00:00,1,9,07:00:00,7,1108,6,2015,11,08
176,2015-11-08 08:00:00,1,11,08:00:00,8,1108,6,2015,11,08
177,2015-11-08 09:00:00,1,12,09:00:00,9,1108,6,2015,11,08
178,2015-11-08 10:00:00,1,18,10:00:00,10,1108,6,2015,11,08
179,2015-11-08 11:00:00,1,14,11:00:00,11,1108,6,2015,11,08
180,2015-11-08 12:00:00,1,17,12:00:00,12,1108,6,2015,11,08
181,2015-11-08 13:00:00,1,14,13:00:00,13,1108,6,2015,11,08
182,2015-11-08 14:00:00,1,14,14:00:00,14,1108,6,2015,11,08
183,2015-11-08 15:00:00,1,14,15:00:00,15,1108,6,2015,11,08
184,2015-11-08 16:00:00,1,12,16:00:00,16,1108,6,2015,11,08
185,2015-11-08 17:00:00,1,14,17:00:00,17,1108,6,2015,11,08
186,2015-11-08 18:00:00,1,18,18:00:00,18,1108,6,2015,11,08
187,2015-11-08 19:00:00,1,13,19:00:00,19,1108,6,2015,11,08
188,2015-11-08 20:00:00,1,16,20:00:00,20,1108,6,2015,11,08
189,2015-11-08 21:00:00,1,18,21:00:00,21,1108,6,2015,11,08
190,2015-11-08 22:00:00,1,14,22:00:00,22,1108,6,2015,11,08
191,2015-11-08 23:00:00,1,14,23:00:00,23,1108,6,2015,11,08
192,2015-11-09 00:00:00,1,13,00:00:00,0,1109,0,2015,11,09
193,2015-11-09 01:00:00,1,15,01:00:00,1,1109,0,2015,11,09
194,2015-11-09 02:00:00,1,11,02:00:00,2,1109,0,2015,11,09
195,2015-11-09 03:00:00,1,10,03:00:00,3,1109,0,2015,11,09
196,2015-11-09 04:00:00,1,9,04:00:00,4,1109,0,2015,11,09
197,2015-11-09 05:00:00,1,8,05:00:00,5,1109,0,2015,11,09
198,2015-11-09 06:00:00,1,8,06:00:00,6,1109,0,2015,11,09
199,2015-11-09 07:00:00,1,10,07:00:00,7,1109,0,2015,11,09
200,2015-11-09 08:00:00,1,11,08:00:00,8,1109,0,2015,11,09
201,2015-11-09 09:00:00,1,17,09:00:00,9,1109,0,2015,11,09
202,2015-11-09 10:00:00,1,19,10:00:00,10,1109,0,2015,11,09
203,2015-11-09 11:00:00,1,22,11:00:00,11,1109,0,2015,11,09
204,2015-11-09 12:00:00,1,23,12:00:00,12,1109,0,2015,11,09
205,2015-11-09 13:00:00,1,23,13:00:00,13,1109,0,2015,11,09
206,2015-11-09 14:00:00,1,24,14:00:00,14,1109,0,2015,11,09
207,2015-11-09 15:00:00,1,24,15:00:00,15,1109,0,2015,11,09
208,2015-11-09 16:00:00,1,19,16:00:00,16,1109,0,2015,11,09
209,2015-11-09 17:00:00,1,19,17:00:00,17,1109,0,2015,11,09
210,2015-11-09 18:00:00,1,20,18:00:00,18,1109,0,2015,11,09
211,2015-11-09 19:00:00,1,31,19:00:00,19,1109,0,2015,11,09
212,2015-11-09 20:00:00,1,25,20:00:00,20,1109,0,2015,11,09
213,2015-11-09 21:00:00,1,35,21:00:00,21,1109,0,2015,11,09
214,2015-11-09 22:00:00,1,21,22:00:00,22,1109,0,2015,11,09
215,2015-11-09 23:00:00,1,24,23:00:00,23,1109,0,2015,11,09
216,2015-11-10 00:00:00,1,19,00:00:00,0,1110,1,2015,11,10
217,2015-11-10 01:00:00,1,19,01:00:00,1,1110,1,2015,11,10
218,2015-11-10 02:00:00,1,18,02:00:00,2,1110,1,2015,11,10
219,2015-11-10 03:00:00,1,17,03:00:00,3,1110,1,2015,11,10
220,2015-11-10 04:00:00,1,12,04:00:00,4,1110,1,2015,11,10
221,2015-11-10 05:00:00,1,10,05:00:00,5,1110,1,2015,11,10
222,2015-11-10 06:00:00,1,14,06:00:00,6,1110,1,2015,11,10
223,2015-11-10 07:00:00,1,15,07:00:00,7,1110,1,2015,11,10
224,2015-11-10 08:00:00,1,14,08:00:00,8,1110,1,2015,11,10
225,2015-11-10 09:00:00,1,34,09:00:00,9,1110,1,2015,11,10
226,2015-11-10 10:00:00,1,40,10:00:00,10,1110,1,2015,11,10
227,2015-11-10 11:00:00,1,38,11:00:00,11,1110,1,2015,11,10
228,2015-11-10 12:00:00,1,36,12:00:00,12,1110,1,2015,11,10
229,2015-11-10 13:00:00,1,27,13:00:00,13,1110,1,2015,11,10
230,2015-11-10 14:00:00,1,48,14:00:00,14,1110,1,2015,11,10
231,2015-11-10 15:00:00,1,43,15:00:00,15,1110,1,2015,11,10
232,2015-11-10 16:00:00,1,41,16:00:00,16,1110,1,2015,11,10
233,2015-11-10 17:00:00,1,35,17:00:00,17,1110,1,2015,11,10
234,2015-11-10 18:00:00,1,40,18:00:00,18,1110,1,2015,11,10
235,2015-11-10 19:00:00,1,40,19:00:00,19,1110,1,2015,11,10
236,2015-11-10 20:00:00,1,40,20:00:00,20,1110,1,2015,11,10
237,2015-11-10 21:00:00,1,36,21:00:00,21,1110,1,2015,11,10
238,2015-11-10 22:00:00,1,37,22:00:00,22,1110,1,2015,11,10
239,2015-11-10 23:00:00,1,35,23:00:00,23,1110,1,2015,11,10
240,2015-11-11 00:00:00,1,28,00:00:00,0,1111,2,2015,11,11
241,2015-11-11 01:00:00,1,25,01:00:00,1,1111,2,2015,11,11
242,2015-11-11 02:00:00,1,19,02:00:00,2,1111,2,2015,11,11
243,2015-11-11 03:00:00,1,21,03:00:00,3,1111,2,2015,11,11
244,2015-11-11 04:00:00,1,20,04:00:00,4,1111,2,2015,11,11
245,2015-11-11 05:00:00,1,15,05:00:00,5,1111,2,2015,11,11
246,2015-11-11 06:00:00,1,17,06:00:00,6,1111,2,2015,11,11
247,2015-11-11 07:00:00,1,14,07:00:00,7,1111,2,2015,11,11
248,2015-11-11 08:00:00,1,19,08:00:00,8,1111,2,2015,11,11
249,2015-11-11 09:00:00,1,22,09:00:00,9,1111,2,2015,11,11
250,2015-11-11 10:00:00,1,30,10:00:00,10,1111,2,2015,11,11
251,2015-11-11 11:00:00,1,26,11:00:00,11,1111,2,2015,11,11
252,2015-11-11 12:00:00,1,26,12:00:00,12,1111,2,2015,11,11
253,2015-11-11 13:00:00,1,23,13:00:00,13,1111,2,2015,11,11
254,2015-11-11 14:00:00,1,23,14:00:00,14,1111,2,2015,11,11
255,2015-11-11 15:00:00,1,24,15:00:00,15,1111,2,2015,11,11
256,2015-11-11 16:00:00,1,22,16:00:00,16,1111,2,2015,11,11
257,2015-11-11 17:00:00,1,24,17:00:00,17,1111,2,2015,11,11
258,2015-11-11 18:00:00,1,26,18:00:00,18,1111,2,2015,11,11
259,2015-11-11 19:00:00,1,27,19:00:00,19,1111,2,2015,11,11
260,2015-11-11 20:00:00,1,22,20:00:00,20,1111,2,2015,11,11
261,2015-11-11 21:00:00,1,23,21:00:00,21,1111,2,2015,11,11
262,2015-11-11 22:00:00,1,22,22:00:00,22,1111,2,2015,11,11
263,2015-11-11 23:00:00,1,22,23:00:00,23,1111,2,2015,11,11
264,2015-11-12 00:00:00,1,22,00:00:00,0,1112,3,2015,11,12
265,2015-11-12 01:00:00,1,17,01:00:00,1,1112,3,2015,11,12
266,2015-11-12 02:00:00,1,15,02:00:00,2,1112,3,2015,11,12
267,2015-11-12 03:00:00,1,12,03:00:00,3,1112,3,2015,11,12
268,2015-11-12 04:00:00,1,13,04:00:00,4,1112,3,2015,11,12
269,2015-11-12 05:00:00,1,9,05:00:00,5,1112,3,2015,11,12
270,2015-11-12 06:00:00,1,14,06:00:00,6,1112,3,2015,11,12
271,2015-11-12 07:00:00,1,13,07:00:00,7,1112,3,2015,11,12
272,2015-11-12 08:00:00,1,15,08:00:00,8,1112,3,2015,11,12
273,2015-11-12 09:00:00,1,27,09:00:00,9,1112,3,2015,11,12
274,2015-11-12 10:00:00,1,39,10:00:00,10,1112,3,2015,11,12
275,2015-11-12 11:00:00,1,40,11:00:00,11,1112,3,2015,11,12
276,2015-11-12 12:00:00,1,36,12:00:00,12,1112,3,2015,11,12
277,2015-11-12 13:00:00,1,34,13:00:00,13,1112,3,2015,11,12
278,2015-11-12 14:00:00,1,33,14:00:00,14,1112,3,2015,11,12
279,2015-11-12 15:00:00,1,28,15:00:00,15,1112,3,2015,11,12
280,2015-11-12 16:00:00,1,30,16:00:00,16,1112,3,2015,11,12
281,2015-11-12 17:00:00,1,26,17:00:00,17,1112,3,2015,11,12
282,2015-11-12 18:00:00,1,30,18:00:00,18,1112,3,2015,11,12
283,2015-11-12 19:00:00,1,35,19:00:00,19,1112,3,2015,11,12
284,2015-11-12 20:00:00,1,38,20:00:00,20,1112,3,2015,11,12
285,2015-11-12 21:00:00,1,34,21:00:00,21,1112,3,2015,11,12
286,2015-11-12 22:00:00,1,30,22:00:00,22,1112,3,2015,11,12
287,2015-11-12 23:00:00,1,27,23:00:00,23,1112,3,2015,11,12
288,2015-11-13 00:00:00,1,24,00:00:00,0,1113,4,2015,11,13
289,2015-11-13 01:00:00,1,21,01:00:00,1,1113,4,2015,11,13
290,2015-11-13 02:00:00,1,16,02:00:00,2,1113,4,2015,11,13
291,2015-11-13 03:00:00,1,16,03:00:00,3,1113,4,2015,11,13
292,2015-11-13 04:00:00,1,13,04:00:00,4,1113,4,2015,11,13
293,2015-11-13 05:00:00,1,11,05:00:00,5,1113,4,2015,11,13
294,2015-11-13 06:00:00,1,13,06:00:00,6,1113,4,2015,11,13
295,2015-11-13 07:00:00,1,15,07:00:00,7,1113,4,2015,11,13
296,2015-11-13 08:00:00,1,17,08:00:00,8,1113,4,2015,11,13
297,2015-11-13 09:00:00,1,18,09:00:00,9,1113,4,2015,11,13
298,2015-11-13 10:00:00,1,24,10:00:00,10,1113,4,2015,11,13
299,2015-11-13 11:00:00,1,41,11:00:00,11,1113,4,2015,11,13
300,2015-11-13 12:00:00,1,29,12:00:00,12,1113,4,2015,11,13
301,2015-11-13 13:00:00,1,25,13:00:00,13,1113,4,2015,11,13
302,2015-11-13 14:00:00,1,25,14:00:00,14,1113,4,2015,11,13
303,2015-11-13 15:00:00,1,26,15:00:00,15,1113,4,2015,11,13
304,2015-11-13 16:00:00,1,25,16:00:00,16,1113,4,2015,11,13
305,2015-11-13 17:00:00,1,24,17:00:00,17,1113,4,2015,11,13
306,2015-11-13 18:00:00,1,26,18:00:00,18,1113,4,2015,11,13
307,2015-11-13 19:00:00,1,24,19:00:00,19,1113,4,2015,11,13
308,2015-11-13 20:00:00,1,28,20:00:00,20,1113,4,2015,11,13
309,2015-11-13 21:00:00,1,22,21:00:00,21,1113,4,2015,11,13
310,2015-11-13 22:00:00,1,23,22:00:00,22,1113,4,2015,11,13
311,2015-11-13 23:00:00,1,18,23:00:00,23,1113,4,2015,11,13
312,2015-11-14 00:00:00,1,21,00:00:00,0,1114,5,2015,11,14
313,2015-11-14 01:00:00,1,20,01:00:00,1,1114,5,2015,11,14
314,2015-11-14 02:00:00,1,15,02:00:00,2,1114,5,2015,11,14
315,2015-11-14 03:00:00,1,13,03:00:00,3,1114,5,2015,11,14
316,2015-11-14 04:00:00,1,10,04:00:00,4,1114,5,2015,11,14
317,2015-11-14 05:00:00,1,10,05:00:00,5,1114,5,2015,11,14
318,2015-11-14 06:00:00,1,12,06:00:00,6,1114,5,2015,11,14
319,2015-11-14 07:00:00,1,9,07:00:00,7,1114,5,2015,11,14
320,2015-11-14 08:00:00,1,11,08:00:00,8,1114,5,2015,11,14
321,2015-11-14 09:00:00,1,15,09:00:00,9,1114,5,2015,11,14
322,2015-11-14 10:00:00,1,16,10:00:00,10,1114,5,2015,11,14
323,2015-11-14 11:00:00,1,16,11:00:00,11,1114,5,2015,11,14
324,2015-11-14 12:00:00,1,12,12:00:00,12,1114,5,2015,11,14
325,2015-11-14 13:00:00,1,11,13:00:00,13,1114,5,2015,11,14
326,2015-11-14 14:00:00,1,14,14:00:00,14,1114,5,2015,11,14
327,2015-11-14 15:00:00,1,16,15:00:00,15,1114,5,2015,11,14
328,2015-11-14 16:00:00,1,18,16:00:00,16,1114,5,2015,11,14
329,2015-11-14 17:00:00,1,13,17:00:00,17,1114,5,2015,11,14
330,2015-11-14 18:00:00,1,17,18:00:00,18,1114,5,2015,11,14
331,2015-11-14 19:00:00,1,15,19:00:00,19,1114,5,2015,11,14
332,2015-11-14 20:00:00,1,19,20:00:00,20,1114,5,2015,11,14
333,2015-11-14 21:00:00,1,15,21:00:00,21,1114,5,2015,11,14
334,2015-11-14 22:00:00,1,19,22:00:00,22,1114,5,2015,11,14
335,2015-11-14 23:00:00,1,15,23:00:00,23,1114,5,2015,11,14
336,2015-11-15 00:00:00,1,15,00:00:00,0,1115,6,2015,11,15
337,2015-11-15 01:00:00,1,13,01:00:00,1,1115,6,2015,11,15
338,2015-11-15 02:00:00,1,14,02:00:00,2,1115,6,2015,11,15
339,2015-11-15 03:00:00,1,10,03:00:00,3,1115,6,2015,11,15
340,2015-11-15 04:00:00,1,8,04:00:00,4,1115,6,2015,11,15
341,2015-11-15 05:00:00,1,9,05:00:00,5,1115,6,2015,11,15
342,2015-11-15 06:00:00,1,9,06:00:00,6,1115,6,2015,11,15
343,2015-11-15 07:00:00,1,9,07:00:00,7,1115,6,2015,11,15
344,2015-11-15 08:00:00,1,9,08:00:00,8,1115,6,2015,11,15
345,2015-11-15 09:00:00,1,16,09:00:00,9,1115,6,2015,11,15
346,2015-11-15 10:00:00,1,18,10:00:00,10,1115,6,2015,11,15
347,2015-11-15 11:00:00,1,18,11:00:00,11,1115,6,2015,11,15
348,2015-11-15 12:00:00,1,17,12:00:00,12,1115,6,2015,11,15
349,2015-11-15 13:00:00,1,18,13:00:00,13,1115,6,2015,11,15
350,2015-11-15 14:00:00,1,14,14:00:00,14,1115,6,2015,11,15
351,2015-11-15 15:00:00,1,15,15:00:00,15,1115,6,2015,11,15
352,2015-11-15 16:00:00,1,13,16:00:00,16,1115,6,2015,11,15
353,2015-11-15 17:00:00,1,15,17:00:00,17,1115,6,2015,11,15
354,2015-11-15 18:00:00,1,19,18:00:00,18,1115,6,2015,11,15
355,2015-11-15 19:00:00,1,18,19:00:00,19,1115,6,2015,11,15
